Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A7E2V4	A7E2V4	3	3	3	Zinc finger SWIM domain-containing protein 8	ZSWIM8	>sp|A7E2V4|ZSWM8_HUMAN Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens GN=ZSWIM8 PE=1 SV=1	1	3	3	3	2	2	2	197.3	1837	1837	14.6										1					2	1	1		0	27.676	13147	16150	15119	15850	13147	16150	15119	15850	2	2	2	2	57906000	5				37	7039;14877;35968	True;True;True	7349;15544;37817	11339;24257;24258;58027;58028	11646;24923;24924;59537;59538	11646;24923;59538		
A8CG34;Q96HA1;Q6PJE2;A6NF01	A8CG34;Q96HA1	4;4;1;1	4;4;1;1	4;4;1;1	Nuclear envelope pore membrane protein POM 121C;Nuclear envelope pore membrane protein POM 121	POM121C;POM121	>sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2;>sp|Q96HA1|P121A_HUMAN Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens GN=POM121 PE=1 SV=2	4	4	4	4	3.4	3.4	3.4	125.06	1229	1229;1249;187;834	15.8														1		2	1		0	7.8976	7153	5900.5	5844.1	6788.5	7153	5900.5	5844.1	6788.5	3	3	3	3	321120000	4				38	9069;12268;27953;31421	True;True;True;True	9471;12822;29417;33036	14550;19773;45312;50666	14945;20308;46459;51946	14945;20308;46459;51946		
A8MPP1;Q92771;Q96FC9	A8MPP1;Q92771;Q96FC9	2;2;2	2;2;2	2;2;2	Putative ATP-dependent RNA helicase DDX11-like protein 8;Putative ATP-dependent RNA helicase DDX12;Probable ATP-dependent RNA helicase DDX11	DDX11L8;DDX12P;DDX11	>sp|A8MPP1|D11L8_HUMAN Putative ATP-dependent RNA helicase DDX11-like protein 8 OS=Homo sapiens GN=DDX11L8 PE=1 SV=1;>sp|Q92771|DDX12_HUMAN Putative ATP-dependent RNA helicase DDX12 OS=Homo sapiens GN=DDX12P PE=5 SV=3;>sp|Q96FC9|DDX11_HUMAN ATP-dependent D	3	2	2	2	1.7	1.7	1.7	101.81	907	907;950;970	7		1										1							0.00041571	3.5365	0	0	0	0	0	0	0	0	0	0	0	0	73901000	2				39	18142;22520	True;True	18955;23503	29616;36382	30435;37338	30435;37338		
A8MPS7	A8MPS7	1	1	1	UPF0249 protein ydjC homolog	YDJC	>sp|A8MPS7|YDJC_HUMAN Carbohydrate deacetylase OS=Homo sapiens GN=YDJC PE=1 SV=1	1	1	1	1	4.6	4.6	4.6	34.466	323	323	7							1												0	9.3083	0	0	0	0	0	0	0	0	0	0	0	0	12475000	1				40	11352	True	11859	18194	18696	18696		
P62308;A8MWD9	P62308;A8MWD9	5;5	5;5	5;5	Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15	SNRPG;SNRPGP15	>sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1;>sp|A8MWD9|RUXGL_HUMAN Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens GN=SNRPGP15 PE=5 SV=2	2	5	5	5	36.8	36.8	36.8	8.496	76	76;76	11.3					2			2				1	1		2	2			0	11.246	15103	10608	11198	11868	15103	10608	11198	11868	5	5	5	5	7672100000	11				41	1357;1358;12875;12876;14749	True;True;True;True;True	1412;1413;13455;13456;13457;15412	2238;2239;2240;2241;20744;20745;20746;20747;24030;24031	2327;2328;2329;2330;2331;21295;21296;21297;21298;24693;24694	2328;2330;21296;21298;24694	3	69
A8MXV4	A8MXV4	2	2	2	Nucleoside diphosphate-linked moiety X motif 19, mitochondrial	NUDT19	>sp|A8MXV4|NUD19_HUMAN Nucleoside diphosphate-linked moiety X motif 19 OS=Homo sapiens GN=NUDT19 PE=1 SV=1	1	2	2	2	7.7	7.7	7.7	42.233	375	375	13.5													1	1					0.00059394	2.7495	9664.6	8856.8	8410.3	9106.8	9664.6	8856.8	8410.3	9106.8	2	2	2	2	51050000	2				42	7542;29609	True;True	7874;31122	12194;47783	12556;48961	12556;48961		
A9YTQ3	A9YTQ3	1	1	1	Aryl hydrocarbon receptor repressor	AHRR	>sp|A9YTQ3|AHRR_HUMAN Aryl hydrocarbon receptor repressor OS=Homo sapiens GN=AHRR PE=1 SV=3	1	1	1	1	1.3	1.3	1.3	76.264	701	701	1	1																		0.00040891	3.2589	0	0	0	0	0	0	0	0	0	0	0	0	1481700	1				43	14591	True	15241	23732	24393	24393		
Q99613;B5ME19	Q99613;B5ME19	22;22	22;22	22;22	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	>sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1;>sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=3 SV=1	2	22	22	22	21.8	21.8	21.8	105.34	913	913;914	10.2		3	5	2	2	1		3	2			5		3	3	3	4	2	0	107.04	131330	153620	136640	147730	131330	153620	136640	147730	27	27	27	27	7580200000	38				44	1660;4072;4316;7327;9759;13432;17309;18221;18397;18701;20497;21902;27127;27810;28007;28008;28219;28869;30730;32985;37995;37996	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1727;4265;4519;7654;10189;14024;18095;19036;19224;19535;21398;22863;28549;29253;29471;29472;29690;30358;32301;34676;39955;39956	2712;6577;6578;6952;6953;11845;11846;11847;15656;15657;15658;21583;21584;28349;29728;29979;30403;30404;30405;33264;33265;33266;35456;44081;44082;44083;45078;45079;45385;45386;45683;46669;49531;53146;61402;61403;61404;61405	2806;6764;6765;7155;7156;12164;12165;12166;16089;16090;16091;22151;22152;29152;30551;30805;31233;31234;31235;34150;34151;34152;36397;45215;45216;45217;46224;46225;46532;46533;46830;47831;50747;54506;63028;63029;63030;63031	2806;6764;7156;12164;16090;22152;29152;30551;30805;31233;34151;36397;45217;46225;46532;46533;46830;47831;50747;54506;63028;63031		
B7ZAP0	B7ZAP0	3	2	2	Rab GTPase-activating protein 1-like, isoform 10	RABGAP1L	>sp|B7ZAP0|RBG10_HUMAN Rab GTPase-activating protein 1-like, isoform 10 OS=Homo sapiens GN=RABGAP1L PE=1 SV=1	1	3	2	2	10.3	4	4	29.038	253	253	13					1										1	2			0.00059265	2.7127	15636	8338.7	9437.7	10526	15636	8338.7	9437.7	10526	3	3	3	3	1523200000	4				45	18570;19944;26999	True;False;True	19403;20819;28417	30215;30216;30217;32338;43893	31043;31044;31045;33202;45027	31043;33202;45027		
P0CG08;B7ZAQ6	P0CG08;B7ZAQ6	1;1	1;1	1;1	Golgi pH regulator B;Golgi pH regulator A	GPR89B;GPR89A	>sp|P0CG08|GPHRB_HUMAN Golgi pH regulator B OS=Homo sapiens GN=GPR89B PE=1 SV=1;>sp|B7ZAQ6|GPHRA_HUMAN Golgi pH regulator A OS=Homo sapiens GN=GPR89A PE=1 SV=2	2	1	1	1	2.4	2.4	2.4	52.916	455	455;455	11											2								0	7.4637	17208	11781	9856.8	13989	17208	11781	9856.8	13989	1	1	1	1	20537000	2				46	21638	True	22569	35015;35016	35952;35953	35952		
CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	1;1	1;1	1;1			>Q3MHN5 SWISS-PROT:Q3MHN5 (Bos taurus) Vitamin D-binding protein precursor;>ENSEMBL:ENSBTAP00000018229 (Bos taurus) 54 kDa protein	2	1	1	1	2.3	2.3	2.3	53.341	474	474;475	12												1							0.00059547	2.7921	21993	16733	16455	19255	21993	16733	16455	19255	1	1	1	1	16573000	1			+	47	36536	True	38420	59022	60570	60570		
CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7	CON__ENSEMBL:ENSBTAP00000025008;Q9H4B7	6;5	1;0	1;0	Tubulin beta-1 chain	TUBB1	>ENSEMBL:ENSBTAP00000025008 (Bos taurus) hypothetical protein;>sp|Q9H4B7|TBB1_HUMAN Tubulin beta-1 chain OS=Homo sapiens GN=TUBB1 PE=1 SV=1	2	6	1	1	9.9	2.8	2.8	59.299	536	536;451	1	1																		0	4.2037	0	0	0	0	0	0	0	0	0	0	0	0	1788600	1			+	48	2257;10601;10602;16580;19446;35282	True;False;False;False;False;False	2345;11074;11075;17329;20309;37109	3655;17009;17010;17011;17012;17013;17014;27162;27163;27164;31578;31579;31580;31581;56946	3764;17471;17472;17473;17474;17475;17476;17477;17478;17479;17480;27935;27936;27937;32424;32425;32426;32427;58434	3764;17473;17478;27935;32426;58434	4	343
CON__ENSEMBL:ENSBTAP00000032840	CON__ENSEMBL:ENSBTAP00000032840	4	4	3			>ENSEMBL:ENSBTAP00000032840 (Bos taurus) similar to apolipoprotein B, partial	1	4	4	3	5.7	5.7	4.2	92.273	825	825	10.4		1			1				1									2	0	20.959	12354	9553.4	9690.3	11806	12354	9553.4	9690.3	11806	3	3	3	3	121780000	5			+	49	7076;11713;12206;20567	True;True;True;True	7387;12235;12755;21469	11393;18773;18774;19651;33367	11702;19280;19281;20182;34255	11702;19280;20182;34255		
CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__P78386;O43790;P78385;Q14533;P78386;CON__Q61726;A6NCN2	CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__P78386;O43790;P78385;Q14533;P78386;CON__Q61726;A6NCN2	3;3;3;3;3;3;3;3;3;2;2	2;2;2;2;2;2;2;2;2;1;2	2;2;2;2;2;2;2;2;2;1;2	Keratin, type II cuticular Hb6;Keratin, type II cuticular Hb3;Keratin, type II cuticular Hb1;Keratin, type II cuticular Hb5;Putative keratin-87 protein	KRT86;KRT83;KRT81;KRT85;KRT87P	>O43790 SWISS-PROT:O43790 Keratin, type II cuticular Hb6 (Hair keratin, type II Hb6) (ghHb6) - Homo sapiens (Human).;>Q6NT21 TREMBL:Q6NT21 Keratin, hair, basic, 3 - Homo sapiens (Human).;>P78385 SWISS-PROT:P78385 Keratin, type II cuticular Hb3 (Hair kerati	11	3	2	2	4.9	3.5	3.5	53.5	486	486;493;493;505;507;486;493;505;507;479;255	10.5								1					1						0.00059904	2.8624	19832	3778.6	4554.5	4673.5	19832	3778.6	4554.5	4673.5	1	1	1	1	59602000	2			+	50	10296;14093;33570	False;True;True	10752;14716;35293	16497;16498;22747;54167	16942;16943;23350;55567	16942;23350;55567		
CON__P00735	CON__P00735	2	2	2			>P00735 SWISS-PROT:P00735 (Bos taurus) Prothrombin precursor (Fragment)	1	2	2	2	3.7	3.7	3.7	70.505	625	625	7.5	1													1					0	14.329	8252.8	5758.4	7256.5	6777.6	8252.8	5758.4	7256.5	6777.6	1	1	1	1	155630000	2			+	51	16792;21415	True;True	17555;22340	27533;34665	28326;35568	28326;35568		
CON__P00761;CON__P07477;P07477;Q9BYE2	CON__P00761	9;1;1;1	9;1;1;1	9;1;1;1			>P00761 SWISS-PROT:P00761|TRYP_PIG Trypsin - Sus scrofa (Pig).	4	9	9	9	55.8	55.8	55.8	24.409	231	231;247;247;586	12.6	1			2			1		1		3	3	4	12	4	1	2	1	0	195.03	91717	103160	193690	272180	91717	103160	193690	272180	28	28	28	28	142150000000	47			+	52	2697;15772;20296;22859;25435;29774;31854;32025;35277	True;True;True;True;True;True;True;True;True	2823;16476;16477;21182;23852;26767;31295;33487;33666;37104	4398;25801;25802;25803;32910;32911;32912;32913;36877;36878;41346;41347;41348;48037;48038;48039;51339;51340;51341;51342;51573;51574;56927;56928;56929;56930;56931;56932;56933;56934;56935;56936;56937;56938;56939	4530;26520;26521;26522;33789;33790;33791;33792;37850;37851;42414;42415;42416;49217;49218;49219;52631;52632;52633;52634;52635;52636;52867;52868;58405;58406;58407;58408;58409;58410;58411;58412;58413;58414;58415;58416;58417;58418;58419;58420;58421;58422;58423;58424;58425;58426;58427	4530;26521;33789;37850;42415;49218;52632;52867;58425	5	94
CON__P01966;P69905	CON__P01966;P69905	2;1	2;1	2;1	Hemoglobin subunit alpha	HBA1	>P01966 SWISS-PROT:P01966 (Bos taurus) Hemoglobin subunit alpha;>sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2	2	2	2	2	21.8	21.8	21.8	15.184	142	142;142	3.5		3						1											0	9.9803	0	0	0	0	0	0	0	0	0	0	0	0	75046000	4			+	53	3521;23943	True;True	3684;25029;25030	5716;38643;38644;38645	5898;39643;39644;39645	5898;39645	6	33
CON__P02533;P02533;CON__Q9Z2K1;CON__Q3ZAW8;CON__A2A4G1	CON__P02533;P02533	16;16;6;6;5	1;1;1;1;1	0;0;0;0;0	Keratin, type I cytoskeletal 14	KRT14	>P02533 SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14;>sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4	5	16	1	0	22	1.9	0	51.621	472	472;472;469;474;456	7							1												1	-2	0	0	0	0	0	0	0	0	0	0	0	0	155850000	1	+		+	54	3978;6854;9109;9110;16067;16575;18407;19415;19416;19941;19942;30036;32922;34361;34362;37670	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True	4167;7159;9511;9512;16781;16782;17324;19234;19235;20277;20278;20816;20817;31570;34605;36131;36132;39615	6438;11044;14604;14605;14606;14607;14608;14609;14610;26276;26277;26278;26279;26280;26281;26282;26283;26284;26285;27155;29990;29991;29992;29993;29994;29995;31524;31525;31526;31527;31528;31529;31530;32334;32335;32336;48435;48436;48437;53022;53023;53024;53025;55427;55428;55429;55430;55431;55432;55433;60842	6623;11345;15000;15001;15002;15003;15004;15005;15006;15007;15008;27026;27027;27028;27029;27030;27031;27032;27033;27034;27035;27927;27928;30816;30817;30818;30819;30820;30821;32369;32370;32371;32372;32373;32374;32375;32376;33198;33199;33200;49620;49621;49622;49623;54381;54382;54383;54384;56851;56852;56853;56854;56855;56856;56857;62433	6623;11345;15004;15008;27027;27927;30821;32370;32373;33199;33200;49623;54383;56854;56855;62433	7;8	257;287
CON__P02662	CON__P02662	1	1	1			>P02662 SWISS-PROT:P02662 Alpha-S1-casein - Bos taurus (Bovine).	1	1	1	1	6	6	6	22.975	199	199	16																2			0.00021222	3.9326	9667.2	3530.3	5717.8	3429.2	9667.2	3530.3	5717.8	3429.2	2	2	2	2	22537000	2			+	55	9891	True	10330	15866;15867	16304;16305	16305		
CON__P02769;CON__P02768-1;P02768	CON__P02769	13;2;2	13;2;2	13;2;2			>P02769 SWISS-PROT:P02769 (Bos taurus) Bovine serum albumin precursor	3	13	13	13	22.6	22.6	22.6	69.293	607	607;609;609	7.7	2	4			2	1	2	1		1		2	2	1	1		1		0	55.971	105590	95319	130510	132320	105590	95319	130510	132320	16	16	16	16	3456500000	20			+	56	3947;4287;10194;14394;18657;20324;21058;23356;28373;29251;30482;34828;39176	True;True;True;True;True;True;True;True;True;True;True;True;True	4132;4489;10645;15028;19491;21213;21976;24365;29847;30752;32038;36625;41173	6379;6902;16336;16337;23301;23302;23303;30332;32960;34127;37650;37651;37652;45914;45915;47247;49129;56165;56166;63276	6564;7103;16778;16779;23922;23923;23924;31161;33840;35023;38635;38636;38637;47065;47066;48414;50330;57605;57606;64945	6564;7103;16778;23922;31161;33840;35023;38635;47066;48414;50330;57606;64945		
CON__P05787;P05787;CON__H-INV:HIT000292931;CON__Q9H552;CON__H-INV:HIT000016045;CON__P07744;CON__Q9NSB2;CON__Q6ISB0;CON__P12035;CON__Q01546;Q9NSB2;P12035;Q01546;CON__REFSEQ:XP_092267;CON__Q3TTY5;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2;Q3SY84;Q7RTS7;Q86Y46;CON__Q8N1N4-2;CON__Q7RTT2;P14136;Q8N1N4	CON__P05787;P05787	46;46;22;12;4;4;4;4;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1;1	46;46;22;12;4;4;4;4;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1;1	37;37;19;9;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0	Keratin, type II cytoskeletal 8	KRT8	>P05787 SWISS-PROT:P05787 Tax_Id=9606 Gene_Symbol=KRT8 Keratin, type II cytoskeletal 8;>sp|P05787|K2C8_HUMAN Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7	25	46	46	37	70.6	70.6	59.2	53.704	483	483;483;443;499;99;525;600;600;629;638;600;628;638;213;707;523;529;540;523;529;540;521;521;432;520	7.76	23	20	15	12	9	43	21	6	6	9	10	12	10	9	16	12	3	4	0	323.31	1618000	1075000	1053400	1203000	1618000	1075000	1053400	1203000	203	203	203	203	595930000000	294			+	57	666;667;1716;2950;3091;3092;4690;6058;6059;8141;9446;9582;9583;10296;11619;14077;16743;17469;17470;18190;19847;19969;21036;22244;22245;22701;23424;25461;27639;27782;27833;29474;30924;31374;31375;31755;32487;32940;32971;32972;33627;33836;34258;36014;38437;38695	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	691;692;693;694;1785;3082;3228;3229;4906;6335;6336;6337;6338;8494;8495;9863;9864;10007;10008;10752;12135;14700;17505;18259;18260;19005;20720;20846;20847;21953;23217;23218;23689;24435;26795;29080;29225;29279;30984;32500;32501;32981;32982;32983;32984;32985;33386;34146;34625;34626;34660;34661;34662;34663;35350;35351;35570;36018;37866;40410;40678	1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;2807;4791;4792;4793;4794;4795;4796;5008;5009;5010;5011;5012;5013;5014;5015;5016;5017;7535;7536;7537;7538;7539;7540;7541;9760;9761;9762;9763;9764;9765;9766;9767;9768;9769;9770;9771;9772;13107;13108;15135;15136;15137;15138;15139;15140;15141;15142;15143;15144;15369;15370;15371;15372;15373;15374;15375;15376;15377;15378;16497;16498;18619;18620;18621;22707;22708;22709;22710;22711;22712;22713;22714;22715;22716;22717;22718;22719;27458;28595;28596;29694;29695;32193;32194;32195;32196;32197;32198;32199;32200;32384;32385;32386;34089;34090;35964;35965;35966;35967;35968;35969;35970;35971;36644;36645;36646;36647;37770;37771;37772;37773;41394;41395;41396;41397;44828;44829;44830;44831;45041;45114;47578;49841;49842;49843;49844;49845;49846;49847;49848;49849;49850;49851;49852;49853;49854;50562;50563;50564;50565;50566;50567;50568;50569;50570;50571;50572;50573;50574;50575;50576;50577;50578;50579;50580;50581;50582;51181;52293;52294;52295;52296;52297;52298;53054;53055;53056;53111;53112;53113;53114;53115;53116;53117;53118;53119;53120;53121;53122;53123;53124;53125;53126;53127;54259;54260;54261;54262;54263;54264;54265;54266;54587;55260;55261;58094;62086;62087;62088;62089;62502;62503;62504;62505;62506;62507;62508;62509;62510;62511;62512;62513;62514;62515;62516;62517;62518;62519	1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;2903;4930;4931;4932;4933;4934;4935;4936;5155;5156;5157;5158;5159;5160;5161;5162;5163;5164;5165;7754;7755;7756;7757;7758;7759;7760;10044;10045;10046;10047;10048;10049;10050;10051;10052;10053;10054;10055;10056;13482;13483;15538;15539;15540;15541;15542;15543;15544;15545;15546;15547;15776;15777;15778;15779;15780;15781;15782;15783;15784;15785;15786;15787;15788;15789;15790;15791;15792;15793;15794;16942;16943;19125;19126;19127;23309;23310;23311;23312;23313;23314;23315;23316;23317;23318;23319;23320;23321;23322;28251;29402;29403;30516;30517;30518;33053;33054;33055;33056;33057;33058;33059;33060;33061;33062;33063;33248;33249;33250;34985;34986;36913;36914;36915;36916;36917;36918;36919;36920;36921;37602;37603;37604;37605;37606;37607;37608;37609;37610;37611;37612;37613;37614;37615;37616;37617;37618;37619;37620;38761;38762;38763;38764;38765;38766;42462;42463;42464;42465;45970;45971;45972;45973;46187;46260;48751;51084;51085;51086;51087;51088;51089;51090;51091;51092;51093;51094;51095;51096;51097;51098;51099;51100;51101;51102;51103;51104;51105;51106;51107;51108;51109;51110;51111;51837;51838;51839;51840;51841;51842;51843;51844;51845;51846;51847;51848;51849;51850;51851;51852;51853;51854;51855;51856;51857;51858;52473;53637;53638;53639;53640;53641;53642;54413;54414;54415;54470;54471;54472;54473;54474;54475;54476;54477;54478;54479;54480;54481;54482;54483;54484;54485;54486;54487;55659;55660;55661;55662;55663;55664;55665;55666;55667;55997;56681;56682;59605;63720;63721;63722;63723;63724;64144;64145;64146;64147;64148;64149;64150;64151;64152;64153;64154;64155;64156;64157;64158;64159;64160;64161;64162;64163	1116;1131;2903;4930;5156;5164;7758;10049;10053;13483;15544;15780;15791;16942;19125;23320;28251;29402;29403;30516;33059;33248;34986;36915;36918;37607;38761;42465;45970;46187;46260;48751;51092;51851;51857;52473;53639;54415;54474;54481;55667;55997;56682;59605;63720;64159	9;10;11;12;13;14;15;16;17;18;19;20	136;139;168;189;205;248;256;281;310;378;406;409
CON__P06868	CON__P06868	1	1	1			>P06868 SWISS-PROT:P06868 (Bos taurus) Plasminogen precursor	1	1	1	1	1.2	1.2	1.2	91.215	812	812	13													1						0.0090106	1.5103	4888.1	4265.3	3707.8	4640.6	4888.1	4265.3	3707.8	4640.6	1	1	1	1	24276000	1			+	58	13512	True	14104	21710	22287	22287		
CON__P08729;CON__Q9DCV7;CON__Q14CN4-1;CON__Q6IME9;Q14CN4;CON__P19013;P19013	CON__P08729	36;9;3;3;3;2;2	30;4;1;1;1;1;1	2;0;0;0;0;0;0			>P08729 SWISS-PROT:P08729 Tax_Id=9606 Gene_Symbol=KRT7 Keratin, type II cytoskeletal 7	7	36	30	2	56.1	48.2	2.1	51.417	469	469;457;511;520;511;594;534	9.71	11	7	4	5	1	4	3	2	2	4	1	4	6	5	4	6	7	9	0	227.97	517790	326400	306330	328100	517790	326400	306330	328100	59	59	59	60	111650000000	90			+	59	661;662;1690;1716;1718;2952;6057;9317;9318;9447;9582;9583;9801;10296;11620;13119;17468;18190;19523;19736;19737;22065;22242;22243;25019;25462;25463;26286;27000;29769;30917;32505;33836;35354;37392;38467	True;True;True;False;True;True;True;True;True;True;False;False;True;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True	685;686;1758;1785;1787;3084;3085;6333;6334;9729;9730;9865;9866;10007;10008;10233;10752;12136;13704;18258;19005;20388;20609;20610;23034;23215;23216;26335;26336;26796;26797;27666;28418;31289;32493;34165;35570;37183;39323;40441	1065;1066;1067;1068;1069;1070;2763;2764;2807;2809;2810;2811;4798;4799;4800;4801;4802;4803;4804;9757;9758;9759;14936;14937;14938;14939;14940;15145;15146;15147;15148;15149;15369;15370;15371;15372;15373;15374;15375;15376;15377;15378;15718;15719;16497;16498;18622;18623;21100;28594;29694;29695;31697;32047;32048;32049;35705;35706;35707;35708;35709;35710;35711;35957;35958;35959;35960;35961;35962;35963;40713;40714;40715;41398;41399;41400;41401;42760;42761;43894;43895;48024;49824;49825;49826;49827;49828;49829;52328;52329;52330;54587;57054;57055;57056;60405;62133;62134;62135;62136;62137	1101;1102;1103;1104;1105;1106;1107;2858;2859;2903;2905;2906;2907;4938;4939;4940;4941;4942;4943;4944;10041;10042;10043;15336;15337;15338;15339;15340;15548;15549;15550;15551;15552;15776;15777;15778;15779;15780;15781;15782;15783;15784;15785;15786;15787;15788;15789;15790;15791;15792;15793;15794;16151;16152;16942;16943;19128;19129;21660;29401;30516;30517;30518;32545;32903;32904;32905;36647;36648;36649;36650;36651;36652;36653;36654;36655;36656;36906;36907;36908;36909;36910;36911;36912;41775;41776;41777;42466;42467;42468;42469;43875;43876;45028;45029;49204;51066;51067;51068;51069;51070;51071;51072;53672;53673;53674;55997;58545;58546;58547;61984;63768;63769;63770;63771;63772	1104;1105;2859;2903;2906;4941;10043;15336;15339;15552;15780;15791;16151;16942;19128;21660;29401;30516;32545;32903;32905;36647;36907;36912;41775;42466;42469;43876;45029;49204;51071;53673;55997;58547;61984;63771	21;22;23;24	206;271;311;379
CON__P12763;P02765	CON__P12763	5;1	5;1	5;1			>P12763 SWISS-PROT:P12763 (Bos taurus) Alpha-2-HS-glycoprotein precursor	2	5	5	5	14.8	14.8	14.8	38.418	359	359;367	4.57	3	1					1		1		1								0	18.062	12289	11782	12284	15016	12289	11782	12284	15016	4	4	4	4	1178900000	7			+	60	1940;4115;14673;26916;28244	True;True;True;True;True	2018;4312;15328;28328;29716	3188;3189;6649;23872;43774;43775;45722	3290;3291;6836;24534;44907;44908;46869	3291;6836;24534;44907;46869		
CON__P13645;P13645;CON__P02535-1;CON__Q7Z3Z0;CON__Q7Z3Y8;CON__Q7Z3Y7;Q7Z3Z0;Q7Z3Y8;Q7Z3Y7;CON__Q7Z3Y9;Q7Z3Y9	CON__P13645;P13645	14;14;4;2;2;2;2;2;2;1;1	11;11;3;1;1;1;1;1;1;0;0	9;9;2;0;0;0;0;0;0;0;0	Keratin, type I cytoskeletal 10	KRT10	>P13645 SWISS-PROT:P13645 Tax_Id=9606 Gene_Symbol=KRT10 Keratin, type I cytoskeletal 10;>sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6	11	14	11	9	24.5	21.4	17.9	59.51	593	593;584;570;450;459;486;450;459;464;468;468	7.57	2	1			2	2			2		2	2				1			0	47.32	79404	57622	42767	41598	79404	57622	42767	41598	11	11	11	11	898440000	14			+	61	1869;4273;13307;14127;19415;19416;25210;28360;30040;31062;31751;31975;36513;37670	True;True;True;True;False;False;True;True;True;True;True;True;True;False	1946;4475;13896;14753;20277;20278;26533;29834;31574;32640;33382;33614;38396;39615	3067;3068;6873;6874;21399;22806;31524;31525;31526;31527;31528;31529;31530;41001;45888;48442;50071;51177;51505;51506;58979;60842	3166;3167;7060;7061;21965;23409;32369;32370;32371;32372;32373;32374;32375;32376;42067;47039;49628;51328;52469;52799;52800;60525;62433	3167;7060;21965;23409;32370;32373;42067;47039;49628;51328;52469;52800;60525;62433		
